/* DATA DESCRIPTION:
Citation:	Naafs, Bernhard David A; Hefter, Jens; Acton, Gary D; Haug, Gerald H; Martinez-Garcia, Alfredo; Pancost, Richard D; Stein, Ruediger (2012): Concentrations and accumulation rates of biomarkers and SSTs at IODP Site 306-U1313. PANGAEA, https://doi.org/10.1594/PANGAEA.757946, 
	In supplement to: Naafs, BDA et al. (2012): Strengthening of North American dust sources during the late Pliocene (2.7 Ma). Earth and Planetary Science Letters, 317-318, 8-19, https://doi.org/10.1016/j.epsl.2011.11.026
Project(s):	Integrated Ocean Drilling Program / International Ocean Discovery Program (IODP) (URI: http://www.iodp.org/)
Coverage:	LATITUDE: 41.000000 * LONGITUDE: -32.957300
	DATE/TIME START: 2004-03-28T00:00:00 * DATE/TIME END: 2004-04-02T00:00:00
	MINIMUM DEPTH, sediment/rock: 0.00 m * MAXIMUM DEPTH, sediment/rock: 144.82 m
Event(s):	306-U1313 * LATITUDE: 41.000000 * LONGITUDE: -32.957300 * DATE/TIME START: 2004-03-28T00:00:00 * DATE/TIME END: 2004-04-02T00:00:00 * ELEVATION: -3426.0 m * CAMPAIGN: Exp306 (North Atlantic Climate 2) (URI: https://doi.org/10.2204/iodp.proc.303306.2006) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * DEVICE: Composite Core (COMPCORE)
Comment:	DEPTH, sediment (m) is given in mbsf.
Parameter(s):	Sample code/label (Sample label) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk)
	Sample code/label 2 (Sample label 2) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk) * METHOD: ODP sample designation (URI: hdl:10013/epic.27914.d001) * COMMENT: A/W referes to work or archive half
	DEPTH, sediment/rock [m] (Depth) * GEOCODE
	Depth, composite [mcd] (Depth comp) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk) * METHOD: Intercore correlation
	Depth, composite, adjusted [amcd] (Depth adj mcd) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk) * METHOD: Intercore correlation
	AGE [ka BP] (Age) * GEOCODE
	Sedimentation rate [cm/ka] (Sed rate) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk) * METHOD: Calculated
	n-Alkane, non reworked [ng/g] (n-Alkane non-rew) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk)
	Accumulation rate, n-Alkane, non-reworked [ng/cm**2/ka] (Acc rate n-Alkane non-rew) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk)
	C26-alkan-1-ol [ng/g] (C26-alkan-1-ol) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk)
	Accumulation rate, C26-alkan-1-ol [ng/cm**2/ka] (Acc rate C26-alkan-1-ol) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk)
	Sea surface temperature, annual mean [°C] (SST (1-12)) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk)
License:	Creative Commons Attribution 3.0 Unported (CC-BY)
Size:	21096 data points
*/
Sample label	Sample label 2	Depth [m]	Depth comp [mcd]	Depth adj mcd [amcd]	Age [ka BP]	Sed rate [cm/ka]	n-Alkane non-rew [ng/g]	Acc rate n-Alkane non-rew [ng/cm**2/ka]	C26-alkan-1-ol [ng/g]	Acc rate C26-alkan-1-ol [ng/cm**2/ka]	SST (1-12) [°C]
60071467	306-U1313B-11H-3W,78-80	95.18	106.85	106.85	2256.76	5.67	21.17	130.79			20.44
60071468	306-U1313B-11H-3W,98-100	95.38	107.05	107.05	2260.29	5.67	22.35	138.55	11.76	72.92	19.99
60071469	306-U1313B-11H-3W,118-120	95.58	107.25	107.25	2263.82	5.67	27.86	171.83			20.27
60071470	306-U1313B-11H-3W,138-140	95.78	107.45	107.45	2267.35	5.67	36.30	223.58			19.07
50024539	306-U1313B-11H-4W,18-20	96.08	107.75	107.75	2272.65	5.67	156.57	1001.08	49.71	317.82	17.12
50024540	306-U1313B-11H-4W,20-22	96.10	107.77	107.77	2273.00	5.67	140.57	914.89			18.49
50024544	306-U1313B-11H-4W,58-60	96.48	108.15	108.15	2279.71	5.67	359.04	2357.34	188.42	1237.10	15.92
50024547	306-U1313B-11H-4W,88-90	96.78	108.45	108.45	2285.99	4.26	211.53	921.42	49.06	213.69	16.65
50024548	306-U1313B-11H-4W,98-100	96.88	108.55	108.55	2288.33	4.26	43.44	196.44			18.32
50024550	306-U1313B-11H-4W,118-120	97.08	108.75	108.75	2293.02	4.26	10.52	49.44			20.71
50024551	306-U1313B-11H-4W,128-130	97.18	108.85	108.85	2295.37	4.26	117.81	549.83	15.69	73.23	18.84
50024553	306-U1313B-11H-4W,148-150	97.38	109.05	109.05	2300.06	4.26	87.02	409.84			17.66
50024588	306-U1313B-11H-5W,18-20	97.58	109.25	109.25	2304.75	4.26	70.17	340.56			18.52
50024589	306-U1313B-11H-5W,20-22	97.60	109.27	109.27	2305.22	4.26	32.77	157.78			19.01
50024591	306-U1313B-11H-5W,38-40	97.78	109.45	109.45	2309.44	4.26	79.27	362.48	23.31	106.58	20.79
50024593	306-U1313B-11H-5W,58-60	97.98	109.65	109.65	2314.14	4.26	105.47	487.57			17.62
50024595	306-U1313B-11H-5W,78-80	98.18	109.85	109.85	2318.83	4.26	66.12	313.60			18.68
50024597	306-U1313B-11H-5W,98-100	98.38	110.05	110.05	2322.30	6.52	73.10	536.36	29.83	218.86	18.44
50024599	306-U1313B-11H-5W,118-120	98.58	110.25	110.25	2325.37	6.52	137.26	1007.44	76.22	559.41	17.96
50024601	306-U1313B-11H-5W,138-140	98.78	110.45	110.45	2328.43	6.52	50.61	336.81	26.73	177.90	16.37
50024630	306-U1313B-11H-6W,8-10	98.98	110.65	110.65	2331.50	6.52	58.00	417.05			18.24
50024632	306-U1313B-11H-6W,20-22	99.10	110.77	110.77	2333.34	6.52	48.70	339.14			20.76
50024633	306-U1313B-11H-6W,28-30	99.18	110.85	110.85	2334.57	6.52	20.56	149.15	7.29	52.85	20.53
50024635	306-U1313B-11H-6W,48-50	99.38	111.05	111.05	2337.63	6.52	29.90	223.55			19.35
50024637	306-U1313B-11H-6W,68-70	99.58	111.25	111.25	2340.70	6.52	35.23	256.24			19.58
50024639	306-U1313B-11H-6W,88-90	99.78	111.45	111.45	2343.77	6.52	39.25	273.75	28.99	202.18	18.71
50024640	306-U1313B-11H-6W,98-100	99.88	111.55	111.55	2345.30	6.52	99.52	716.67			18.14
80021409	306-U1313C-12H-2W,8-10	99.28	111.58	112.14	2354.35	6.52	155.18	1093.84	96.71	681.70	18.76
80021410	306-U1313C-12H-2W,18-20	99.38	111.68	112.23	2355.73	6.52	187.74	1278.86			18.07
80021411	306-U1313C-12H-2W,20-22	99.40	111.70	112.25	2356.04	6.52	199.46	1352.10			17.27
80021413	306-U1313C-12H-2W,38-40	99.58	111.88	112.41	2358.87	5.12	98.23	538.19	61.02	334.31	17.52
80021415	306-U1313C-12H-2W,58-60	99.78	112.08	112.58	2363.49	3.67	55.83	233.87			18.46
80021417	306-U1313C-12H-2W,78-80	99.98	112.28	112.74	2367.85	3.67	50.42	206.94	13.63	55.95	20.38
80021419	306-U1313C-12H-2W,98-100	100.18	112.48	112.91	2372.47	3.67	27.40	109.29			20.36
80021421	306-U1313C-12H-2W,118-120	100.38	112.68	113.07	2376.83	3.67	30.06	120.61			18.68
80021423	306-U1313C-12H-2W,138-140	100.58	112.88	113.24	2381.45	3.67	41.03	162.06	30.67	121.14	19.23
80021459	306-U1313C-12H-3W,18-20	100.88	113.18	113.49	2388.26	3.67	64.56	256.82			19.82
80021460	306-U1313C-12H-3W,20-22	100.90	113.20	113.51	2388.80	3.67	38.17	150.23			18.98
80021462	306-U1313C-12H-3W,38-40	101.08	113.38	113.65	2392.61	3.67	40.80	162.36	22.97	91.41	20.13
80021464	306-U1313C-12H-3W,58-60	101.28	113.58	113.82	2397.24	3.67	34.10	133.54			20.13
80021469	306-U1313C-12H-3W,108-110	101.78	114.08	114.23	2407.21	4.23	29.20	129.38	10.36	45.90	20.83
80021471	306-U1313C-12H-3W,128-130	101.98	114.28	114.40	2410.58	5.03	25.58	135.76	9.73	51.64	20.26
80021473	306-U1313C-12H-3W,148-150	102.18	114.48	114.57	2413.96	5.03	19.42	104.89	5.12	27.67	20.71
80021508	306-U1313C-12H-4W,18-20	102.38	114.68	114.73	2417.14	5.03	49.88	260.04			19.60
80021509	306-U1313C-12H-4W,20-22	102.40	114.70	114.75	2417.54	5.03	23.14	121.79			21.68
80021511	306-U1313C-12H-4W,38-40	102.58	114.88	114.90	2420.52	5.03	89.30	508.53	62.76	357.42	20.75
80021513	306-U1313C-12H-4W,58-60	102.78	115.08	115.11	2424.69	5.03	105.00	581.60	83.67	463.45	18.65
80021515	306-U1313C-12H-4W,78-80	102.98	115.28	115.31	2428.66	5.03	110.67	580.39	101.99	534.92	17.57
80021517	306-U1313C-12H-4W,98-100	103.18	115.48	115.49	2432.24	5.03	146.79	814.48			15.78
80021519	306-U1313C-12H-4W,118-120	103.38	115.68	115.66	2435.62	5.03	333.05	1877.57	151.85	856.07	15.87
80021521	306-U1313C-12H-4W,138-140	103.58	115.88	115.84	2439.73	4.31	190.88	877.37	160.37	737.13	17.00
80021540	306-U1313C-12H-5W,8-10	103.78	116.08	116.01	2443.68	4.31	172.52	815.55			17.95
80021542	306-U1313C-12H-5W,20-22	103.90	116.20	116.12	2446.23	4.31	166.60	704.27			15.90
80021543	306-U1313C-12H-5W,28-30	103.98	116.28	116.22	2448.55	4.31	150.90	669.13	110.02	487.86	17.19
50024653	306-U1313B-12H-2W,98-100	103.38	116.42	116.42	2453.19	4.31	80.50	385.35	25.51	122.11	18.59
50024654	306-U1313B-12H-2W,108-110	103.48	116.52	116.52	2455.51	4.31	49.61	237.91			17.72
50024655	306-U1313B-12H-2W,118-120	103.58	116.62	116.62	2457.83	4.31	51.65	241.69			17.82
50024656	306-U1313B-12H-2W,128-130	103.68	116.72	116.72	2460.15	4.31	26.90	122.87			21.40
50024658	306-U1313B-12H-2W,148-150	103.88	116.92	116.92	2464.79	4.31	29.45	132.83	12.29	55.41	21.83
50024693	306-U1313B-12H-3W,18-20	104.08	117.12	117.12	2469.44	4.31	47.24	215.59	6.51	29.71	19.79
50024694	306-U1313B-12H-3W,20-22	104.10	117.14	117.14	2469.90	4.31	20.22	93.03			23.09
50024696	306-U1313B-12H-3W,38-40	104.28	117.32	117.32	2474.08	4.31	37.44	174.87			18.63
50024698	306-U1313B-12H-3W,58-60	104.48	117.52	117.52	2478.72	4.31	43.29	204.58	31.54	149.07	18.44
60071471	306-U1313B-12H-3W,58-60	104.48	117.52	117.52	2478.72	4.31	67.33	318.20			19.63
60071472	306-U1313B-12H-3W,78-80	104.68	117.72	117.72	2483.36	4.31	232.66	1075.13	101.43	468.71	17.01
60071473	306-U1313B-12H-3W,98-100	104.88	117.92	117.92	2488.00	4.31	232.82	1045.41	141.32	634.58	17.68
60071474	306-U1313B-12H-3W,118-120	105.08	118.12	118.12	2491.47	5.76	135.31	783.96			19.14
60071475	306-U1313B-12H-3W,138-140	105.28	118.32	118.32	2494.94	5.76	60.74	353.77	47.34	275.73	17.15
50024741	306-U1313B-12H-4W,8-10	105.48	118.52	118.52	2498.41	5.76	70.52	438.65	13.25	82.40	18.31
50024743	306-U1313B-12H-4W,20-22	105.60	118.64	118.64	2500.49	5.76	14.04	86.04			19.63
50024744	306-U1313B-12H-4W,28-30	105.68	118.72	118.72	2501.88	5.76	28.30	179.40	8.03	50.88	21.01
50024746	306-U1313B-12H-4W,48-50	105.88	118.92	118.92	2505.35	5.76	35.47	214.22	15.75	95.10	19.04
50024748	306-U1313B-12H-4W,68-70	106.08	119.12	119.12	2508.82	5.76	69.97	413.15			19.07
50024750	306-U1313B-12H-4W,88-90	106.28	119.32	119.32	2512.29	5.76	134.76	822.98	59.15	361.23	16.21
50024752	306-U1313B-12H-4W,108-110	106.48	119.52	119.52	2515.76	5.76	282.65	1689.10			16.55
50024754	306-U1313B-12H-4W,128-130	106.68	119.72	119.72	2519.22	5.76	434.32	2779.82	333.89	2137.05	12.96
50024756	306-U1313B-12H-4W,148-150	106.88	119.92	119.92	2522.81	5.41	333.60	2012.46			14.76
50024791	306-U1313B-12H-5W,18-20	107.08	120.12	120.12	2526.84	4.95	353.40	1919.11	205.57	1116.32	15.48
50024792	306-U1313B-12H-5W,20-22	107.10	120.14	120.14	2527.25	4.95	314.70	1647.88			16.53
50024794	306-U1313B-12H-5W,38-40	107.28	120.32	120.32	2530.88	4.95	284.42	1495.52	113.63	597.49	17.76
50024796	306-U1313B-12H-5W,58-60	107.48	120.52	120.52	2534.92	4.95	102.57	540.60			18.08
50024798	306-U1313B-12H-5W,78-80	107.68	120.72	120.72	2538.95	4.95	44.45	250.25			18.90
50024800	306-U1313B-12H-5W,98-100	107.88	120.92	120.92	2542.99	4.95	37.38	205.35	8.09	44.46	19.11
50024802	306-U1313B-12H-5W,118-120	108.08	121.12	121.12	2547.03	4.95	18.23	99.57	5.89	32.20	19.74
50024804	306-U1313B-12H-5W,138-140	108.28	121.32	121.32	2551.06	4.95	15.25	82.16			19.08
50024837	306-U1313B-12H-6W,8-10	108.48	121.52	121.52	2555.10	4.95	8.92	48.85	8.57	46.94	17.73
50024839	306-U1313B-12H-6W,20-22	108.60	121.64	121.64	2557.52	4.95	44.76	241.01			19.99
50024840	306-U1313B-12H-6W,28-30	108.68	121.72	121.72	2559.14	4.95	23.87	130.73			19.27
50024842	306-U1313B-12H-6W,48-50	108.88	121.92	121.92	2563.17	4.95	28.11	154.91			19.08
50024844	306-U1313B-12H-6W,68-70	109.08	122.12	122.12	2567.22	4.93	32.60	168.91			18.02
50024846	306-U1313B-12H-6W,88-90	109.28	122.32	122.32	2571.29	4.91	24.64	130.48			19.39
50024848	306-U1313B-12H-6W,108-110	109.48	122.52	122.52	2575.37	4.91	19.34	103.44			22.59
50024849	306-U1313B-12H-6W,118-120	109.58	122.62	122.62	2577.40	4.91	20.63	113.84			18.65
50024850	306-U1313B-12H-6W,128-130	109.68	122.72	122.72	2579.44	4.91	21.99	118.58	8.32	44.88	20.28
50024851	306-U1313B-12H-6W,138-140	109.78	122.82	122.82	2581.47	4.91	32.25	174.65			22.52
80021578	306-U1313C-13H-3W,18-20	110.38	122.98	122.99	2584.93	4.91	34.24	180.51	14.61	77.02	19.22
80021579	306-U1313C-13H-3W,20-22	110.40	123.00	123.00	2585.14	4.91	37.08	198.25			20.25
80021581	306-U1313C-13H-3W,38-40	110.58	123.18	123.20	2589.21	4.91	56.19	313.34			20.20
80021583	306-U1313C-13H-3W,58-60	110.78	123.38	123.43	2593.89	4.91	88.25	460.01			19.11
80021585	306-U1313C-13H-3W,78-80	110.98	123.58	123.66	2598.57	4.91	251.86	1321.88	127.65	670.00	17.25
80021587	306-U1313C-13H-3W,98-100	111.18	123.78	123.89	2604.07	3.93	301.67	1233.87	132.82	543.23	17.39
80021588	306-U1313C-13H-3W,108-110	111.28	123.88	124.01	2607.12	3.93	198.80	786.15	145.09	573.77	16.64
80021589	306-U1313C-13H-3W,118-120	111.38	123.98	124.12	2609.91	3.93	125.49	496.55	79.66	315.21	17.48
80021591	306-U1313C-13H-3W,138-140	111.58	124.18	124.37	2616.27	3.93	47.60	199.83			19.48
80021592	306-U1313C-13H-3W,148-150	111.68	124.28	124.49	2619.31	3.93	20.85	89.31	18.80	81.54	19.73
50024866	306-U1313B-13H-1W,48-50	110.88	124.49	124.49	2619.31	3.93	43.01	186.52			20.77
80021604	306-U1313C-13H-4W,8-10	111.78	124.38	124.58	2621.60	3.93	30.59	132.24			19.74
50024867	306-U1313B-13H-1W,58-60	110.98	124.59	124.59	2621.86	3.93	18.89	80.72			19.61
50024868	306-U1313B-13H-1W,68-70	111.08	124.69	124.69	2624.40	3.93	27.61	119.19			19.59
50024871	306-U1313B-13H-1W,98-100	111.38	124.99	124.99	2632.02	3.93	27.02	119.60	12.39	54.84	19.36
50024873	306-U1313B-13H-1W,118-120	111.58	125.19	125.19	2637.10	3.93	40.66	183.76			19.49
50024875	306-U1313B-13H-1W,138-140	111.78	125.39	125.39	2642.19	3.93	47.55	212.07	39.92	178.03	19.97
50024876	306-U1313B-13H-1W,148-150	111.88	125.49	125.49	2644.73	3.93	76.44	332.68			19.78
50024900	306-U1313B-13H-2W,8-10	111.98	125.59	125.59	2647.13	4.17	83.99	389.68			18.21
50024902	306-U1313B-13H-2W,20-22	112.10	125.71	125.71	2649.84	4.43	44.88	215.11			19.13
50024903	306-U1313B-13H-2W,28-30	112.18	125.79	125.79	2651.65	4.43	44.64	214.07			18.58
50024905	306-U1313B-13H-2W,48-50	112.38	125.99	125.99	2656.16	4.43	21.17	106.50			20.75
50024906	306-U1313B-13H-2W,58-60	112.48	126.09	126.09	2658.42	4.43	23.63	119.16	9.02	45.48	19.66
50024907	306-U1313B-13H-2W,68-70	112.58	126.19	126.19	2660.68	4.43	19.37	97.72			20.17
50024908	306-U1313B-13H-2W,78-80	112.68	126.29	126.29	2662.94	4.43	16.55	82.44	11.80	58.79	17.91
50024909	306-U1313B-13H-2W,88-90	112.78	126.39	126.39	2665.19	4.43	17.72	87.27			21.13
50024910	306-U1313B-13H-2W,98-100	112.88	126.49	126.49	2667.45	4.43	18.04	89.41			19.80
50024911	306-U1313B-13H-2W,108-110	112.98	126.59	126.59	2669.71	4.43	13.57	65.31			20.30
50024912	306-U1313B-13H-2W,118-120	113.08	126.69	126.69	2671.97	4.43	15.60	75.10			20.18
50024913	306-U1313B-13H-2W,128-130	113.18	126.79	126.79	2674.23	4.43	15.63	76.30			20.00
50024914	306-U1313B-13H-2W,138-140	113.28	126.89	126.89	2676.48	4.43	19.29	93.42	7.27	35.20	22.91
50024915	306-U1313B-13H-2W,148-150	113.38	126.99	126.99	2678.74	4.43	19.66	91.83			21.02
50024939	306-U1313B-13H-3W,8-10	113.48	127.09	127.09	2681.00	4.43	20.84	98.61	19.87	94.05	22.31
50024940	306-U1313B-13H-3W,18-20	113.58	127.19	127.19	2683.26	4.43	32.94	158.51			18.66
50024941	306-U1313B-13H-3W,20-22	113.60	127.21	127.21	2683.71	4.43	33.31	161.05			19.87
50024942	306-U1313B-13H-3W,28-30	113.68	127.29	127.29	2685.52	4.43	49.68	245.68			17.88
50024943	306-U1313B-13H-3W,38-40	113.78	127.39	127.39	2687.77	4.43	91.40	482.31	69.97	369.21	17.74
50024944	306-U1313B-13H-3W,48-50	113.88	127.49	127.49	2689.43	6.03	118.69	790.01			17.89
50024945	306-U1313B-13H-3W,58-60	113.98	127.59	127.59	2691.02	6.29	103.60	704.06	51.75	351.72	18.18
50024946	306-U1313B-13H-3W,68-70	114.08	127.69	127.69	2692.61	6.29	78.37	513.95			18.47
50024947	306-U1313B-13H-3W,78-80	114.18	127.79	127.79	2694.20	6.29	75.61	532.91			18.22
50024948	306-U1313B-13H-3W,88-90	114.28	127.89	127.89	2695.80	6.29	60.55	470.95			17.99
50024949	306-U1313B-13H-3W,98-100	114.38	127.99	127.99	2697.39	6.29	66.48	469.65			18.09
50024950	306-U1313B-13H-3W,108-110	114.48	128.09	128.09	2698.98	6.29	57.92	409.18			18.36
50024951	306-U1313B-13H-3W,118-120	114.58	128.19	128.19	2700.57	6.29	58.65	402.43	43.77	300.34	19.08
50024952	306-U1313B-13H-3W,128-130	114.68	128.29	128.29	2702.16	6.29	68.96	489.32			18.23
50024953	306-U1313B-13H-3W,138-140	114.78	128.39	128.39	2703.75	6.29	106.58	742.57			17.58
50024954	306-U1313B-13H-3W,148-150	114.88	128.49	128.49	2705.34	6.29	119.25	829.25			18.50
50024978	306-U1313B-13H-4W,8-10	114.98	128.59	128.59	2706.93	6.29	132.28	906.90			17.71
50024979	306-U1313B-13H-4W,18-20	115.08	128.69	128.69	2708.52	6.29	119.36	834.89			17.90
50024980	306-U1313B-13H-4W,20-22	115.10	128.71	128.71	2708.84	6.29	113.87	791.49			17.83
50024981	306-U1313B-13H-4W,28-30	115.18	128.79	128.79	2710.11	6.29	116.65	780.25	70.34	470.52	18.11
50024982	306-U1313B-13H-4W,38-40	115.28	128.89	128.89	2711.70	6.29	203.86	1284.61			15.05
50024983	306-U1313B-13H-4W,48-50	115.38	128.99	128.99	2713.30	6.29	156.07	1003.28			16.79
50024984	306-U1313B-13H-4W,58-60	115.48	129.09	129.09	2714.89	6.29	172.57	1125.51	93.21	607.93	17.26
50024985	306-U1313B-13H-4W,68-70	115.58	129.19	129.19	2716.73	5.42	220.26	1238.45	127.37	716.17	17.03
50024986	306-U1313B-13H-4W,78-80	115.68	129.29	129.29	2719.17	4.10	165.72	722.82			16.70
50024987	306-U1313B-13H-4W,88-90	115.78	129.39	129.39	2721.61	4.10	164.39	692.53	73.84	311.07	17.62
50024988	306-U1313B-13H-4W,98-100	115.88	129.49	129.49	2724.05	4.10	125.67	565.25			17.26
50024989	306-U1313B-13H-4W,108-110	115.98	129.59	129.59	2726.49	4.10	169.04	750.87			18.05
50024990	306-U1313B-13H-4W,118-120	116.08	129.69	129.69	2728.93	4.10	144.72	639.84	67.03	296.37	18.16
50024991	306-U1313B-13H-4W,128-130	116.18	129.79	129.79	2731.37	4.10	116.67	516.43			19.36
50024992	306-U1313B-13H-4W,138-140	116.28	129.89	129.89	2733.80	4.10	64.43	281.26			19.82
50024993	306-U1313B-13H-4W,148-150	116.38	129.99	129.99	2736.24	4.10	61.43	277.75			18.23
50025017	306-U1313B-13H-5W,8-10	116.48	130.09	130.09	2738.68	4.10	38.01	173.90	13.32	60.95	19.45
50025018	306-U1313B-13H-5W,18-20	116.58	130.19	130.19	2741.12	4.10	26.45	117.97			20.61
50025019	306-U1313B-13H-5W,20-22	116.60	130.21	130.21	2741.61	4.10	21.40	96.62			21.51
50025020	306-U1313B-13H-5W,28-30	116.68	130.29	130.29	2743.56	4.10	29.84	138.00			19.70
50025021	306-U1313B-13H-5W,38-40	116.78	130.39	130.39	2746.00	4.10	21.79	99.95			20.22
50025022	306-U1313B-13H-5W,48-50	116.88	130.49	130.49	2748.44	4.10	16.58	77.58			19.65
50025023	306-U1313B-13H-5W,58-60	116.98	130.59	130.59	2750.88	4.10	24.45	115.60	7.39	34.96	21.37
50025024	306-U1313B-13H-5W,68-70	117.08	130.69	130.69	2753.32	4.10	9.54	44.12			21.17
50025025	306-U1313B-13H-5W,78-80	117.18	130.79	130.79	2755.76	4.10	28.05	129.15			21.25
50025026	306-U1313B-13H-5W,88-90	117.28	130.89	130.89	2758.20	4.10	28.18	130.55			19.86
50025027	306-U1313B-13H-5W,98-100	117.38	130.99	130.99	2760.63	4.10	28.95	130.90			21.12
50025028	306-U1313B-13H-5W,108-110	117.48	131.09	131.09	2763.07	4.10	31.88	142.41			20.93
50025029	306-U1313B-13H-5W,118-120	117.58	131.19	131.19	2765.51	4.10	41.47	190.71	18.92	86.99	20.02
50025030	306-U1313B-13H-5W,128-130	117.68	131.29	131.29	2767.95	4.10	39.04	181.81			18.60
50025031	306-U1313B-13H-5W,138-140	117.78	131.39	131.39	2770.39	4.10	23.40	106.57			18.22
50025032	306-U1313B-13H-5W,148-150	117.88	131.49	131.49	2772.83	4.10	26.80	118.97			19.42
50025048	306-U1313B-13H-6W,8-10	117.98	131.59	131.59	2775.27	4.10	27.85	127.63	9.53	43.67	20.16
50025049	306-U1313B-13H-6W,18-20	118.08	131.69	131.69	2777.71	4.10	16.11	73.26			21.66
50025050	306-U1313B-13H-6W,20-22	118.10	131.71	131.71	2778.20	4.10	5.19	23.40			21.88
50025051	306-U1313B-13H-6W,28-30	118.18	131.79	131.79	2780.15	4.10	12.81	59.71			19.73
50025053	306-U1313B-13H-6W,48-50	118.38	131.99	131.99	2785.02	4.10	11.53	54.29			22.36
50025054	306-U1313B-13H-6W,58-60	118.48	132.09	132.09	2787.46	4.10	18.51	86.76			20.58
50025055	306-U1313B-13H-6W,68-70	118.58	132.19	132.19	2789.90	4.10	20.50	94.20	10.96	50.35	22.40
80021635	306-U1313C-14H-2W,20-22	118.40	132.26	132.27	2791.85	4.10	23.76	111.27			19.69
50025057	306-U1313B-13H-6W,88-90	118.78	132.39	132.39	2794.78	4.10	27.69	128.98			17.25
80021638	306-U1313C-14H-2W,48-50	118.68	132.54	132.56	2798.93	4.10			34.92	157.68	17.95
80021640	306-U1313C-14H-2W,68-70	118.88	132.74	132.77	2804.05	4.10	122.62	555.18	25.60	115.92	18.00
80021642	306-U1313C-14H-2W,88-90	119.08	132.94	132.97	2809.05	3.93	112.77	466.96	48.03	198.89	18.29
80021644	306-U1313C-14H-2W,108-110	119.28	133.14	133.16	2813.89	3.93	56.65	238.79			18.32
80021646	306-U1313C-14H-2W,128-130	119.48	133.34	133.36	2818.98	3.93	46.74	198.70	7.29	30.99	21.61
80021648	306-U1313C-14H-2W,148-150	119.68	133.54	133.55	2823.82	3.93	29.57	128.67			21.79
80021673	306-U1313C-14H-3W,18-20	119.88	133.74	133.74	2828.65	3.93	52.02	224.31			21.37
80021674	306-U1313C-14H-3W,20-22	119.90	133.76	133.76	2829.16	3.93	15.15	64.50	5.12	21.81	20.48
80021676	306-U1313C-14H-3W,38-40	120.08	133.94	133.94	2833.75	3.93					20.22
80021678	306-U1313C-14H-3W,58-60	120.28	134.14	134.13	2838.58	3.93	53.07	225.24	7.87	33.39	18.25
80021680	306-U1313C-14H-3W,78-80	120.48	134.34	134.33	2843.67	3.93	54.54	237.68			18.36
80021682	306-U1313C-14H-3W,98-100	120.68	134.54	134.52	2848.44	4.03	100.73	442.60	23.93	105.15	17.86
80021684	306-U1313C-14H-3W,118-120	120.88	134.74	134.72	2852.89	4.50	74.78	364.69			17.88
80021686	306-U1313C-14H-3W,138-140	121.08	134.94	134.91	2857.11	4.50					16.71
80021711	306-U1313C-14H-4W,8-10	121.28	135.14	135.10	2861.33	4.50	21.18	107.64			19.27
80021713	306-U1313C-14H-4W,20-22	121.40	135.26	135.22	2864.00	4.50	21.68	104.97	8.13	39.38	21.32
80021714	306-U1313C-14H-4W,28-30	121.48	135.34	135.30	2865.78	4.50	21.58	104.88			17.92
80021716	306-U1313C-14H-4W,48-50	121.68	135.54	135.49	2870.00	4.50					17.60
80021718	306-U1313C-14H-4W,68-70	121.88	135.74	135.69	2874.44	4.50	39.15	192.97			18.53
80021720	306-U1313C-14H-4W,88-90	122.08	135.94	135.88	2878.67	4.50	50.25	247.20	17.16	84.40	17.22
80021722	306-U1313C-14H-4W,108-110	122.28	136.14	136.07	2882.89	4.50			13.77	68.19	17.96
80021724	306-U1313C-14H-4W,128-130	122.48	136.34	136.27	2887.34	4.48	82.46	392.51			18.40
80021726	306-U1313C-14H-4W,148-150	122.68	136.54	136.46	2891.59	4.47			8.92	43.57	18.90
80021750	306-U1313C-14H-5W,18-20	122.88	136.74	136.66	2896.06	4.47	46.22	236.43			20.13
80021751	306-U1313C-14H-5W,20-22	122.90	136.76	136.68	2896.50	4.48	9.33	47.11			20.60
80021753	306-U1313C-14H-5W,38-40	123.08	136.94	136.87	2900.75	4.47	36.65	187.65	7.52	38.50	20.81
80021755	306-U1313C-14H-5W,58-60	123.28	137.14	137.08	2905.44	4.48	20.72	103.67			20.82
80021757	306-U1313C-14H-5W,78-80	123.48	137.34	137.29	2910.13	4.48	30.37	154.31			19.54
